gene,trial,K,train_cor_mean,test_cor_mean
TRPC3,1,3,0.019832467867268458,0.05730000675981355
TRPC3,2,3,0.1302023825960027,0.051175507819939486
TRPC3,3,3,0.06667406003301342,-0.03330475987218248
TRPC3,4,3,0.057950376326011285,-0.016707202024982062
TRPC3,0,4,0.07658192567113373,0.05683554274535006
TRPC3,1,4,0.05438966161778404,0.05953188459391064
TRPC3,2,4,0.03855235670279297,0.025833837571882443
TRPC3,3,4,0.02954581705853343,0.03391489360251204
TRPC3,4,4,-0.01572489904032813,-0.03904098347141164
TRPC3,0,5,0.005684430814451641,-0.030707627448224986
TRPC3,1,5,-0.039883516314956874,-0.06266844322575597
TRPC3,2,5,-0.04623837644855181,-0.01140182466421602
TRPC3,3,5,-0.11491105873008362,-0.12372534734916028
TRPC3,4,5,-0.045579630260666214,-0.054067322108399596
TRPC3,0,6,0.06342402473092079,0.11206343815798776
TRPC3,1,6,-0.03501110461850961,-0.04820640360070127
TRPC3,2,6,0.04531312847716941,0.006112626380605867
TRPC3,3,6,-0.03414906230237749,-0.02298237300908906
TRPC3,4,6,0.06044074924041828,0.06659473528561442
TRPC3,0,7,-0.04295760475926929,-0.06598302096856677
TRPC3,1,7,0.015205135155055258,0.06432522634055599
TRPC3,2,7,0.0026993912955125174,0.0373854801977011
TRPC3,3,7,0.022146735702537827,-0.05652224979632086
TRPC3,4,7,0.004573165542549557,-0.041871464748981096
TRPC3,0,8,0.07605241321855122,0.09185964750225964
TRPC3,1,8,-0.02957155617574851,0.02442953373374385
TRPC3,2,8,-0.03977185322178735,-0.03831062431367543
TRPC3,3,8,0.039046683659156166,0.01991603181669913
TRPC3,4,8,0.05894517174197568,0.05117795080410522
TRPC3,0,9,-0.02897839703493648,0.04716800364263011
TRPC3,1,9,0.006603274494409561,-0.07185762635352083
TRPC3,2,9,-0.011159836625059446,-0.08717378772567898
TRPC3,3,9,0.07953063688344425,0.08078516030573284
TRPC3,4,9,0.09534260630607605,0.13214991114214877
TRA2A,0,1,0.14451860098375213,0.12134215193169445
TRA2A,1,1,0.07414776645600796,0.02156737329587612
TRA2A,2,1,0.19530916379557717,0.1247199834474116
TRA2A,3,1,0.2107965416378445,0.17347963614369605
TRA2A,4,1,0.08632953092455864,0.05063723907279611
TRA2A,0,2,0.15688957087695599,0.10367234651625733
TRA2A,1,2,0.10909200645983219,0.07181611341425394
TRA2A,2,2,0.1796196577294419,0.10390740749233326
TRA2A,3,2,0.09915768727660179,0.04164183666488239
TRA2A,4,2,0.11506806738260719,0.012916889751189304
TRA2A,0,3,0.08569900236195988,0.06562977136544879
TRA2A,1,3,0.0906911368171374,0.008489686705358093
TRA2A,2,3,0.15780377367304432,0.10049762758398935
TRA2A,3,3,0.16155372021926773,0.11134864473881573
TRA2A,4,3,0.09534198211299048,0.10511876472904061
TRA2A,0,4,0.09920510152975719,0.07124199220360897
TRA2A,1,4,0.09523036786251599,0.06490698584944266
TRA2A,2,4,0.13522367055217424,0.12435701732952514
TRA2A,3,4,0.12723181520899138,0.10384090198142815
TRA2A,4,4,0.07993127788520521,0.07393997477432843
TRA2A,0,5,0.11085275457137161,0.047291108890117936
TRA2A,1,5,0.10224768395225207,0.12404589365377244
TRA2A,2,5,0.10448460612032148,0.03471423792639642
TRA2A,3,5,0.21559765893552038,0.19871671434137966
TRA2A,4,5,0.12037007280418442,0.11706523647846631
TRA2A,0,6,0.08330398994601435,0.06631030075517702
TRA2A,1,6,0.03521936428215769,0.010711065951182978
TRA2A,2,6,0.08752934448421001,0.04086304934257179
TRA2A,3,6,0.058604380736748375,0.042942374091584155
TRA2A,4,6,0.1425926989565293,0.12521674985983974
TRA2A,0,7,0.13488511823945576,0.12555799016680838
TRA2A,1,7,0.13102864598234495,0.07977444521702011
TRA2A,2,7,0.1320049124252465,0.11432539835710598
TRA2A,3,7,0.04903994707597627,0.12128624906233419
TRA2A,4,7,0.016367912085519895,-0.036881670106175796
TRA2A,0,8,0.09603739335499187,0.13006699730737092
TRA2A,1,8,0.15328996046446264,0.07942401133383042
TRA2A,2,8,-0.003484392124745581,6.045972937913889e-4
TRA2A,3,8,0.11107668032248814,0.12016733513539293
TRA2A,4,8,0.14146388293657866,0.13673521768471972
TRA2A,0,9,0.13623340013954374,0.020652863045289113
TRA2A,1,9,0.14002051763236523,0.05878842675517869
TRA2A,2,9,0.14504244830459356,0.13261230610806596
TRA2A,3,9,0.06025411271386676,0.1209236857518367
TRA2A,4,9,-0.008967150623599688,-0.025314260876472032
ECHS1,0,1,0.11191458969066541,0.08495564314758276
ECHS1,1,1,0.11103760202725728,0.10775001071024663
ECHS1,2,1,0.04906719819539123,0.04238393636377464
ECHS1,3,1,0.04546399631847938,0.03493405422401544
ECHS1,4,1,0.04795547988679674,0.038670741096783874
ECHS1,0,2,-0.02305301113261117,0.0042671766925893705
ECHS1,1,2,0.039534307188457914,0.017344113653907683
ECHS1,2,2,0.09411329362127516,0.020199587362987072
ECHS1,3,2,0.055141145259969764,0.031082278886534642
ECHS1,4,2,0.012686790174080266,0.008552989585932869
ECHS1,0,3,0.006763331592082977,0.021896278111133104
ECHS1,1,3,0.03055792964167065,-0.006254525503259007
ECHS1,2,3,0.10472647183471256,0.04443953425366286
ECHS1,3,3,0.028011896130111482,0.07300499848399492
ECHS1,4,3,0.05229510532485114,0.04797482786206359
ECHS1,0,4,0.017518356028530333,0.036228767180335325
ECHS1,1,4,-0.06546819023787975,-0.08998909708991827
ECHS1,2,4,0.019608358128203288,-0.023300083715145598
ECHS1,3,4,0.012179398702250587,0.02549179885140373
ECHS1,4,4,0.02436812035739422,0.022624900558103744
ECHS1,0,5,0.038281957101490766,0.0536265728420482
ECHS1,1,5,0.019652728612224262,-0.01729438381473085
ECHS1,2,5,0.04071361654334598,0.028716588305095547
ECHS1,3,5,0.02194195778833495,0.031852616755605974
ECHS1,4,5,-0.009950444516208436,-0.09775548828547168
ECHS1,0,6,0.11863832320604059,0.08283632928402834
ECHS1,1,6,-0.04671404024379121,-0.035767200758600556
ECHS1,2,6,0.11483204571737184,0.01459951658291159
ECHS1,3,6,0.03293967557450136,0.009963737543623844
ECHS1,4,6,0.013643273876772987,-0.04586011704654646
ECHS1,0,7,0.12437935370124048,0.04140304907454103
ECHS1,1,7,0.1110848333272669,0.07436424319846818
ECHS1,2,7,-0.046675504081779055,-0.0397257322198767
ECHS1,3,7,0.05288016527063317,-0.008320076488399648
ECHS1,4,7,0.03674039658572939,0.01955946111916265
ECHS1,0,8,0.05321358682380782,0.028890782749650536
ECHS1,1,8,0.0806802867187394,-0.013675449932050733
ECHS1,2,8,0.09408436560382445,0.07503939968137438
ECHS1,3,8,0.034098991089397006,0.015125086235119446
ECHS1,4,8,9.615402668714523e-4,-0.08275876721472036
ECHS1,0,9,0.09875092991731232,0.014961886217550964
ECHS1,1,9,0.016214259175790682,-0.0354724362374562
ECHS1,2,9,0.05285190915067991,0.015815828001182693
ECHS1,3,9,0.10855680124627219,0.05753525482627649
ECHS1,4,9,0.12841450174649557,0.12399417295881604
GNG4,0,1,0.051987959848095976,-0.007040610089962244
GNG4,1,1,0.04990758105284638,0.04829842150627861
GNG4,2,1,0.06326010243760215,0.05041153214129677
GNG4,3,1,-0.01020573659075631,-0.0870920554030097
GNG4,4,1,0.006289616227149963,-0.022618995095232963
GNG4,0,2,0.17512226353089014,0.021015474388694888
GNG4,1,2,0.03899772072003947,-0.023860961812272524
GNG4,2,2,-0.03990984780506955,0.04348774867559593
GNG4,3,2,0.011364056780520413,0.04622942127390365
GNG4,4,2,0.0774226085179382,0.002465748465148135
GNG4,0,3,0.1328087051709493,0.05085775849354262
GNG4,1,3,0.11513166833255026,0.07987801633625773
GNG4,2,3,0.1477189026772976,0.07968123325898196
GNG4,3,3,0.06449789615968864,-0.09212365355326921
GNG4,4,3,0.03715996237264739,-0.041080028140435494
GNG4,0,4,0.1256530492876967,0.07250245801112856
GNG4,1,4,0.09185469481680128,0.04815453743970922
GNG4,2,4,-0.04646104429331091,0.06542829436308023
GNG4,3,4,0.19328678647677103,0.032067118350967226
GNG4,4,4,0.12397088296711445,0.04860057910597922
GNG4,0,5,0.10844945452279514,0.09186384756806126
GNG4,1,5,0.0485816713836458,0.09567163860194834
GNG4,2,5,-0.020849142637517717,-0.08423222341624174
GNG4,3,5,-0.09760002377960417,-0.11499185843463838
GNG4,4,5,0.025252955241335764,0.06898489253193982
GNG4,0,6,0.04866925875345866,-0.08284485982722668
GNG4,1,6,0.008237080855502022,0.11155005793204863
GNG4,2,6,0.133163350323836,0.04179216671740084
GNG4,3,6,0.06889274550808801,0.034134804128928414
GNG4,4,6,0.020940284762117598,0.012154435329281269
GNG4,0,7,0.0770390128923787,-0.018998467900080473
GNG4,1,7,0.11928679659548733,0.17120636745164866
GNG4,2,7,0.07004652130934927,0.023773092719614898
GNG4,3,7,0.06819523343195517,0.03332231368423213
GNG4,4,7,0.16069087220562828,0.05479136031562301
GNG4,0,8,-0.002453420880354113,-0.07273791923212569
GNG4,1,8,0.06369146207968394,0.08222452805540519
GNG4,2,8,0.0707019099758731,0.06302463023943614
GNG4,3,8,0.02315408405330446,0.026106190834314393
GNG4,4,8,0.05190924617151419,0.08545103543123107
GNG4,0,9,0.03282751846644613,-0.06056771251391435
GNG4,1,9,0.06252499814662668,0.15739599083027986
GNG4,2,9,0.08128381789558464,0.049015416351755915
GNG4,3,9,0.07338896724912855,-0.04617967747819229
GNG4,4,9,0.06588935603698094,-0.013264722543674397
GNG5,0,1,-0.06984762888815668,-0.10899683740315819
GNG5,1,1,0.018312160339620378,-0.01936096737897912
GNG5,2,1,-0.038283837131328054,-0.045071042922730564
GNG5,3,1,-0.03660992031089134,-0.023826511925357438
GNG5,4,1,-0.019066677221821413,-0.052270940747650846
GNG5,0,2,-0.11603996281822522,-0.02374078785912342
GNG5,1,2,-0.1037381643222438,-0.07170378398096583
GNG5,2,2,-0.1297051994802637,-0.060539782160125205
GNG5,3,2,-0.04376340419467953,-0.0028369386253756512
GNG5,4,2,-0.04126647197537952,-0.04115116320592529
GNG5,0,3,1.4251656830310822e-4,-0.10195005273039442
GNG5,1,3,-0.07554248472054799,-0.07079114790009243
GNG5,2,3,-0.06948092786802186,-0.06544909430934341
GNG5,3,3,-0.1739636357459757,-0.009077114429052104
GNG5,4,3,-0.0023529835873179967,-0.05677258207176667
GNG5,0,4,-0.09617713859511746,-0.06959904185878181
GNG5,1,4,-0.09136755826572578,-0.0906866727661735
GNG5,2,4,-0.08822661493387488,-0.03428335182722225
GNG5,3,4,-0.04253972849498192,0.017598775984785868
GNG5,4,4,-0.025281898987789948,-0.03603675722681061
GNG5,0,5,-0.16342160436842176,-0.1305745772585041
GNG5,1,5,-0.030762730166316032,-0.024072440538961508
GNG5,2,5,-0.10076489728978938,-0.08650440615574059
GNG5,3,5,-0.007959367707371712,-0.06896366693161592
GNG5,4,5,0.0024506799462768766,-0.12446526635881089
GNG5,0,6,-0.061995536658085056,-0.06710807796459142
GNG5,1,6,-0.08997343853116035,-0.027013916296949016
GNG5,2,6,-0.05980476173054841,-0.08643331941287176
GNG5,3,6,-0.08237831542889278,-0.040332949247198296
GNG5,4,6,-0.031903824458519615,-0.03731704241232899
GNG5,0,7,-0.0020102328724331325,-0.02908905172945775
GNG5,1,7,-0.06861336643083228,0.04558305465623989
GNG5,2,7,-0.18051110580563545,-0.1241491296040354
GNG5,3,7,-0.06624349268774192,-0.040690690767353724
GNG5,4,7,-0.17845594769136774,-0.10106172608053718
GNG5,0,8,-0.1212230764536394,-0.17949209456509213
GNG5,1,8,-0.09656206414931351,-0.08363335667342331
GNG5,2,8,0.055738406566282116,-0.029536696105965637
GNG5,3,8,0.004054555048545201,0.051688676812956774
GNG5,4,8,-0.08965138677093717,-0.1257164014299765
GNG5,0,9,0.04125041142106056,0.01488347819168475
GNG5,1,9,-0.1487233266234398,-0.1335641300396539
GNG5,2,9,-0.10361731637062298,-0.056832093949023096
GNG5,3,9,-0.20585800086458525,-0.23238561608463348
GNG5,4,9,-0.20840670970372027,-0.18685348958602427
GHRHR,0,1,0.008455102228456073,0.032728898471107354
GHRHR,1,1,0.009146374508014156,0.04851790302360256
GHRHR,2,1,0.04108364135026932,0.06837571232184626
GHRHR,3,1,0.013646181465850936,0.01868446902571554
GHRHR,4,1,0.03167632843057314,0.0847276369552591
GHRHR,0,2,-0.08433108497411013,0.028598775798295246
GHRHR,1,2,-0.01752456422481272,0.06540423061398642
GHRHR,2,2,0.037401789178450905,0.031271280978323754
GHRHR,3,2,-0.034017699460188545,0.0010927389955213572
GHRHR,4,2,0.0028068750268883174,-0.001508147544618455
GHRHR,0,3,-0.0680527173810535,-0.0271977777808255
GHRHR,1,3,0.08506979379389021,0.13990435262208775
GHRHR,2,3,-0.02449768450525072,-0.04411374753559113
GHRHR,3,3,-0.07929126012863384,-0.0422683383154753
GHRHR,4,3,0.033993374866743885,0.062001208354378265
GHRHR,0,4,0.06262159098534742,0.10374207664545056
GHRHR,1,4,0.050298155595858894,0.061030776567396784
GHRHR,2,4,-0.09534928804108252,-0.09091063728290034
GHRHR,3,4,-0.026280038058757782,0.043244822351123015
GHRHR,4,4,0.0201049850632747,0.037953271994836967
GHRHR,0,5,-0.06235614253415002,-0.07193590437616115
GHRHR,1,5,0.008654093421581719,-0.022066901391808297
GHRHR,2,5,-0.04251346713863313,0.011790391583494104
GHRHR,3,5,0.013196851333810223,-0.0017347037522734237
GHRHR,4,5,-0.04823549847222037,0.013524620434820929
GHRHR,0,6,0.05892169392771191,0.043664295178531445
GHRHR,1,6,-0.0032800746460755668,-0.024586102033518825
GHRHR,2,6,-0.007648482142637174,0.013758291766300704
GHRHR,3,6,-0.014333949320846133,0.006414007325009695
GHRHR,4,6,0.029900816993580923,0.035186280617129966
GHRHR,0,7,-0.014138412558370166,0.02606934879926715
GHRHR,1,7,-0.05439472353706757,-0.08479320359362724
GHRHR,2,7,-0.028369468947251637,0.05660677546926127
GHRHR,3,7,-0.017239200675653085,0.10278301695300589
GHRHR,4,7,0.03968170202440686,0.061365973216120966
GHRHR,0,8,0.018609925276703305,0.005205970460301502
GHRHR,1,8,0.04138699887941281,0.007048406683109447
GHRHR,2,8,0.08852785349720055,0.043291094869756006
GHRHR,3,8,0.04781783827477031,0.06381758090830024
GHRHR,4,8,-0.025289590418752696,-0.014683248244099396
GHRHR,0,9,0.07512917783525255,0.05575770411212596
GHRHR,1,9,-0.05827816187714537,-0.02822124542409912
GHRHR,2,9,-0.07713363505899906,-0.07354433744481755
GHRHR,3,9,-0.03985312870807118,-0.0143098261194012
GHRHR,4,9,0.07348792296316889,0.13422276330586108
CYB5R3,0,1,0.06197039446690016,0.10113440995974589
CYB5R3,1,1,0.1699884363139669,0.1871136397098984
CYB5R3,2,1,0.12757751839752826,0.19873691823682751
CYB5R3,3,1,0.04871854931116104,0.08976377217863031
CYB5R3,4,1,0.08063459189401732,0.1225177759063928
CYB5R3,0,2,-4.083245164818234e-4,0.015564158298727537
CYB5R3,1,2,-0.010962275658837624,0.05679153450543295
CYB5R3,2,2,-0.016336939174733642,0.09934109514127554
CYB5R3,3,2,0.059153430370820895,0.16976153132442634
CYB5R3,4,2,-0.016670536663797166,0.029414608094749457
CYB5R3,0,3,0.041420725691649646,0.047156005080338965
CYB5R3,1,3,0.09930999297648668,0.07295439120199061
CYB5R3,2,3,0.0427255816757679,0.1308442585632895
CYB5R3,3,3,-0.05397161220510801,-0.017982682021320053
CYB5R3,4,3,0.05069852578971121,0.11784318602016564
CYB5R3,0,4,-0.007387409504089091,-0.010904844433798268
CYB5R3,1,4,0.10777620515889591,0.18937248661187048
CYB5R3,2,4,0.16187928203079435,0.1618427174164064
CYB5R3,3,4,-0.04185993286470572,0.011362191774987282
CYB5R3,4,4,0.0691272325348109,0.03696413868917823
CYB5R3,0,5,0.002186868960658709,-0.015694564952551913
CYB5R3,1,5,0.07418798608705401,0.08410730507171102
CYB5R3,2,5,0.022312445359097585,0.01692085934263171
CYB5R3,3,5,-0.006052882307105594,0.0388171998005168
CYB5R3,4,5,0.08912816628192861,0.07087692565981235
CYB5R3,0,6,-0.13367466545767254,-0.16090376610526025
CYB5R3,1,6,0.04893179858724276,0.07517113883778977
CYB5R3,2,6,-0.0040591595073541,-0.01236669391676265
CYB5R3,3,6,-0.0014123891790707905,0.037087395925885294
CYB5R3,4,6,0.15748076720370185,0.18230632486244303
CYB5R3,0,7,0.1548137797249688,0.2098227719297587
CYB5R3,1,7,-0.02243796404865053,-0.02667338836308644
CYB5R3,2,7,-0.10561137532608376,-0.10820741104957338
CYB5R3,3,7,0.013533579806486765,-5.032972917793119e-5
CYB5R3,4,7,0.03003019228991535,0.07914220730847453
CYB5R3,0,8,-0.02673432644870546,-0.0177545944105389
CYB5R3,1,8,-0.08096756827500132,-0.10351165703570771
CYB5R3,2,8,0.03538674509359731,0.08623991141064646
CYB5R3,3,8,0.14047981741734678,0.15280299537822484
CYB5R3,4,8,-0.013281520042154524,-0.013176683650773248
CYB5R3,0,9,0.11711813178327349,0.13414536482356287
CYB5R3,1,9,0.08411557646468282,0.0011311105614959715
CYB5R3,2,9,0.1365725448510299,0.08537668372101002
CYB5R3,3,9,0.030487740205393896,0.12253232178412778
CYB5R3,4,9,-0.019893474049038358,0.037037419252387606
ACOXL,0,1,-0.052325458450165264,-0.04369321129395264
ACOXL,1,1,-0.04317284789350298,-0.017354506252753105
ACOXL,2,1,-0.03292470673720042,-0.00868759470621048
ACOXL,3,1,-0.05008059636586242,-0.053059652569638675
ACOXL,4,1,-0.0925416424870491,-0.04231535354328781
ACOXL,0,2,0.054169512586668134,0.011407695464227562
ACOXL,1,2,-0.11098095277945201,-0.0472108451990183
ACOXL,2,2,-0.07564893758131398,-0.05347395397092685
ACOXL,3,2,-0.09163861804538304,-0.044774566196285684
ACOXL,4,2,-0.06420756948904859,-0.09515279807083597
ACOXL,0,3,-0.11634383340262705,-0.07728810904529537
ACOXL,1,3,-0.1551393534690659,-0.11112570572295394
ACOXL,2,3,-0.09939883504476812,-0.1159132545377005
ACOXL,3,3,-0.11491190574856268,-0.06117666109499355
ACOXL,4,3,-0.14517825138237742,-0.1625225566023213
ACOXL,0,4,-0.10959982602960533,-0.09841828441452738
ACOXL,1,4,-0.10142099815938208,-0.09760878574966099
ACOXL,2,4,-0.063039340182311,-0.002107989301501913
ACOXL,3,4,-0.12735286600784296,-0.09638166392496886
ACOXL,4,4,-0.19526275245395178,0.025137743034461615
ACOXL,0,5,-0.037312798822919525,-0.08614748751906114
ACOXL,1,5,-0.23686744893590608,-0.16641094525333436
ACOXL,2,5,-0.11737616648638828,-0.11054702923278238
ACOXL,3,5,-0.024467435148027208,-0.04579420159412612
ACOXL,4,5,-0.06396954113410579,-0.04984040205614063
ACOXL,0,6,-0.17260718878565562,-0.10615321900408531
ACOXL,1,6,-0.1481823486586412,-0.18170637805431689
ACOXL,2,6,-0.07371862900132935,-0.08296945054987499
ACOXL,3,6,-0.2665034768482049,-0.19267221313756114
ACOXL,4,6,-0.1451154966942138,-0.08130082593999485
ACOXL,0,7,-0.11170165530509418,-0.11781141510035144
ACOXL,1,7,-0.11914423286604385,-0.03713417907774497
ACOXL,2,7,-0.09724026525186168,-0.03164319767352503
ACOXL,3,7,-0.17973115253779623,-0.16369664105071322
ACOXL,4,7,-0.07130523005293475,-0.03543871938474173
ACOXL,0,8,-0.09441028483625916,-0.08376640116497742
ACOXL,1,8,-0.13376365188095304,-0.10375349664076045
ACOXL,2,8,-0.14429864815125862,-0.09319167876011744
ACOXL,3,8,-0.1034688558946881,-0.1057715891385357
ACOXL,4,8,-0.11145410210722023,-0.03911201026714477
ACOXL,0,9,-0.17398355238967472,-0.17529885907639756
ACOXL,1,9,-0.11966329673305154,-0.09184064996421976
ACOXL,2,9,-0.12314734594999915,-0.14188875428835945
ACOXL,3,9,-0.1634900574054983,-0.13670187816438994
ACOXL,4,9,-0.15238608130473746,-0.21636964397205796
MYRIP,0,1,-0.07050191812838118,-0.03992578766306278
MYRIP,1,1,-0.14814870895093513,-0.13029933085734882
MYRIP,2,1,-0.010901074028677411,-0.024534613061873867
MYRIP,3,1,-0.02708491703702344,-0.029077002600381572
MYRIP,4,1,-0.07679335276285808,-1.1268797067973433e-4
MYRIP,0,2,-0.026025076293283038,-0.02996523175981436
MYRIP,1,2,-0.015541026575697793,-0.04362905771694412
MYRIP,2,2,-0.1330473493370745,-0.11206172980723014
MYRIP,3,2,-0.07916307490732935,-0.03554625131080712
MYRIP,4,2,-0.060940895643499166,-0.07385245638867281
MYRIP,0,3,0.036632811857594386,-0.020809255482217442
MYRIP,1,3,-0.021431405925088458,-0.020287848565237337
MYRIP,2,3,-0.14215097576379776,-0.11335564352471514
MYRIP,3,3,0.0022663663451870284,-0.033072657118935235
MYRIP,4,3,-0.0630074722899331,-0.015841403346265288
MYRIP,0,4,0.013431149224440256,-0.0035621865452426854
MYRIP,1,4,-0.057373245557149254,-0.031781822617619956
MYRIP,2,4,-0.06370740321775277,-0.02384024434173799
MYRIP,3,4,-0.06488400796014401,-0.022232492254519714
MYRIP,4,4,-0.05571909166044659,-0.11047514372576307
MYRIP,0,5,-0.08854888379573822,-0.004888887026571932
MYRIP,1,5,-0.10118459837718143,-0.09050371041344972
MYRIP,2,5,-0.007223375969462925,0.06141855101223738
MYRIP,3,5,-0.12714655097160074,-0.06587842930619235
MYRIP,4,5,-0.0684406981906957,-0.04940262077948216
MYRIP,0,6,-0.09662655575407876,-0.12949851821867034
MYRIP,1,6,-0.09556494156519572,-0.18436145009069577
MYRIP,2,6,-0.03202008062766658,0.025576258957791156
MYRIP,3,6,-0.03824194249076148,-0.016495027867004172
MYRIP,4,6,0.07011979073286057,-0.012850225702067612
MYRIP,0,7,-0.09708658729990323,-0.09507779974074013
MYRIP,1,7,-0.016643691394064162,0.04958151286673915
MYRIP,2,7,-0.06886458893616994,-0.03751428687905951
MYRIP,3,7,0.017596013016170926,-0.014531166138392988
MYRIP,4,7,-0.1453097305364079,-0.11405550676266182
MYRIP,0,8,-0.16620058421459463,-0.13614366222230248
MYRIP,1,8,-0.04108975982914368,-0.011961323900246084
MYRIP,2,8,-0.09290714313586552,-0.14235110570189935
MYRIP,3,8,-0.10536993708875445,-0.04760325347330607
MYRIP,4,8,0.017473506844706006,0.007105265614362451
MYRIP,0,9,0.08790204322172536,-0.014619391575688954
MYRIP,1,9,-0.15806721730364692,-0.15721146044428674
MYRIP,2,9,-0.0993302207854059,-0.09261592865487508
MYRIP,3,9,-0.003141610132944253,-0.02824936942471827
MYRIP,4,9,-0.20547483157780436,-0.013811919671837992
PARP12,0,1,-0.041987803661161,-0.03614187317649634
PARP12,1,1,-0.018126156407460157,-0.017553931939560594
PARP12,2,1,-0.07747613742119736,0.0012752087253809557
PARP12,3,1,-0.07328872754523116,0.002726675972944371
PARP12,4,1,-0.06808950948632425,-0.022001507261179717
PARP12,0,2,-0.14878963886035812,-0.09713634505837478
PARP12,1,2,-0.0010958663187921047,-0.04809229956504617
PARP12,2,2,-0.10193394455644819,-0.05585203397199875
PARP12,3,2,-0.09085961803793907,-0.02939525687469053
PARP12,4,2,-0.019000999629497528,0.019716122954124702
PARP12,0,3,-0.1534403074118826,-0.06191091313143929
PARP12,1,3,-0.20179707722531426,-0.071918024031844
PARP12,2,3,-0.061925171667502985,0.016345645607118528
PARP12,3,3,-0.08959183510806826,-0.019234753787108164
PARP12,4,3,-0.08993160703943835,6.400046195987176e-4
PARP12,0,4,-0.09890622273087502,-0.06163741782109744
PARP12,1,4,-0.0027486176954375375,0.025062390555543195
PARP12,2,4,-0.12623898467669883,-0.08755221369024267
PARP12,3,4,-0.05186258628964424,-0.025384592903186745
PARP12,4,4,0.006745016305810875,-0.01916698698360074
PARP12,0,5,-0.05701858943535222,-0.04484186265261717
PARP12,1,5,-0.12717649671766493,-0.07987733362077756
PARP12,2,5,-0.03995631697277228,-3.383055157679316e-4
PARP12,3,5,-0.09161611315276888,-0.1117799484212107
PARP12,4,5,-0.039428423521005444,-0.048813423623557055
PARP12,0,6,-0.10725817249880897,-0.11244313069398697
PARP12,1,6,-0.06926873243517345,-0.05155496829516635
PARP12,2,6,0.005854001475705041,0.0770957986659232
PARP12,3,6,-0.14621335128322244,-0.061832645839273254
PARP12,4,6,-0.13880719327264363,-0.023494461104761125
PARP12,0,7,-0.08356594609924489,-0.05239558730214197
PARP12,1,7,-0.042293663033180766,0.0048786724007374785
PARP12,2,7,-0.09034043622927533,0.013374602812324492
PARP12,3,7,-0.002962966488363842,-0.016882161423540598
PARP12,4,7,-0.09357308534284432,0.012916167518025606
PARP12,0,8,-0.007251955361829864,0.07333228517899343
PARP12,1,8,-0.12742607502473724,-0.11463292184251365
PARP12,2,8,-0.035666093023286924,0.03917400449683844
PARP12,3,8,-0.0316641801295595,-0.062410443725165625
PARP12,4,8,-0.12303121715214932,-0.042577649858220094
PARP12,0,9,-0.11278600949380133,-0.06685968247192278
PARP12,1,9,-0.20742670446634293,-0.15835020728344193
PARP12,2,9,-0.13562661906083426,-0.085679929354493
PARP12,3,9,-0.059979202018843755,-0.04718529337477603
PARP12,4,9,-0.1540452597093665,-0.06934237594712313
PPOX,0,1,0.06368687831693226,0.054053146071686015
PPOX,1,1,-0.030469945218000147,-0.014778071598392747
PPOX,2,1,-0.01422425845844878,-0.03223127279186038
PPOX,3,1,0.005548738150133027,-0.030029701176766954
PPOX,4,1,-0.0727864221181436,-0.06444028383674921
PPOX,0,2,-0.031394627773099475,-0.12113631021362911
PPOX,1,2,-0.00445703375670645,-0.0380149631333018
PPOX,2,2,-0.10658973165684277,-0.1153051289639884
PPOX,3,2,-0.04097976783911387,-9.3679631597205e-4
PPOX,4,2,0.05951221121682061,0.03921794782400857
PPOX,0,3,-0.061973754989190236,-0.06966616242516237
PPOX,1,3,0.007807809031671948,-0.010110674111624076
PPOX,2,3,0.06648673344817427,0.03226054764310809
PPOX,3,3,0.0028554118341869777,-0.0648064692402409
PPOX,4,3,0.05105748544964525,-0.03983666175616154
PPOX,0,4,-0.025290125360091526,-0.0787054651821944
PPOX,1,4,-0.10948560138543446,-0.06338283352442432
PPOX,2,4,-0.03830015483415789,-0.04192561535588249
PPOX,3,4,-0.021178439259529114,-0.0016716639371418109
PPOX,4,4,0.011163696181029081,-0.00642590590594603
PPOX,0,5,-0.04487692399157418,-0.02116543373072565
PPOX,1,5,0.06632929957575268,-0.04654471935284537
PPOX,2,5,0.007323164078924391,0.010422053917303256
PPOX,3,5,0.010588827853401503,-0.05184172211340129
PPOX,4,5,0.08724270429876116,0.07023634036495942
PPOX,0,6,-0.005910509265959263,-0.04048885826960643
PPOX,1,6,0.012643179959721036,-0.10985704569359486
PPOX,2,6,-0.01174499425623152,-0.07710575128682708
PPOX,3,6,0.07533309277560976,0.025115914926035182
PPOX,4,6,-0.06981546162731117,-0.0489795406023502
PPOX,0,7,-0.02938929365740882,-0.03256388665076018
PPOX,1,7,-0.03957139535082711,-0.09390646681954606
PPOX,2,7,-0.07359482379009326,-0.11505789350145806
PPOX,3,7,-0.10450872075226572,-0.09972830929154775
PPOX,4,7,-0.033184313111835055,-0.07964021403038041
PPOX,0,8,0.07149062999006775,0.020841116473988883
PPOX,1,8,0.016994605047835246,-0.005357813775238186
PPOX,2,8,-0.09372215159237385,-0.06486172741752383
PPOX,3,8,-0.044768366755710706,-0.08650657865690442
PPOX,4,8,-0.021090527375539143,-0.039935450597921224
PPOX,0,9,0.014035201114084985,-0.0488360645537475
PPOX,1,9,-0.0699407197535038,-0.09181910688618634
PPOX,2,9,-0.08722928083605236,-0.14889912602704808
PPOX,3,9,0.004907871699995465,0.08206054624033715
PPOX,4,9,0.08640475074450175,-0.0012400106019704777
